"num";"name";"slug";"uri";"name_russian";"name_kazakh";"user_russian";"user_kazakh";"duration_russian";"duration_kazakh";"scenes_russian";"scenes_kazakh";"completed_russian";"completed_kazakh";"voice_russian";"voice_kazakh";"celebrity_house";"program_no";"num_in_program";"comp_russian";"comp_kazakh";"mix_russian";"mix_kazakh";"seq_russian";"seq_kazakh"
"1";"Абай Кунанбаев";"abaj-kunanbaev";"http://aroslanov.com/api/celebrity/abaj-kunanbaev";"Абай Кунанбаев";"";"Сергей Ким";"Майра Тургинбаева";"80483";"81549";"8";"8";"true";"true";"8";"8";"euro_France_Vari_Kyri_1800-1900.psd";"1";"2";"00001_aristotel_abaj-kunanbaev_ashoka_00-05-47-15_russian.nk";"00001_aristotel_abaj-kunanbaev_ashoka_00-05-49-25_kazakh.nk";"00001_aristotel_abaj-kunanbaev_ashoka_russian_mix.wav";"00001_aristotel_abaj-kunanbaev_ashoka_kazakh_mix.wav";"";""
"2";"Абель Тасман";"abel-tasman";"http://aroslanov.com/api/celebrity/abel-tasman";"Абель Тасман";"";"Айгерим Оспанова";"";"81549";"0";"8";"0";"true";"false";"0";"0";"";"";"";"";"";"";"";"";""
"3";"Абильхан Кастеев";"abilhan-kasteev";"http://aroslanov.com/api/celebrity/abilhan-kasteev";"Абильхан Кастеев";"";"Дария Ибрагимова";"";"10660";"0";"1";"0";"false";"false";"0";"0";"";"";"";"";"";"";"";"";""
"4";"Аблай-хан";"ablaj-han";"http://aroslanov.com/api/celebrity/ablaj-han";"Аблай-хан";"";"Дария Ибрагимова";"";"7462";"0";"1";"0";"false";"false";"0";"0";"";"";"";"";"";"";"";"";""
"5";"Абрам Иоффе";"abram-ioffe";"http://aroslanov.com/api/celebrity/abram-ioffe";"Абрам Иоффе";"";"Лия Будиянская";"Майра Тургинбаева";"81549";"78884";"8";"8";"true";"true";"0";"0";"";"";"";"";"";"";"";"";""
"6";"Абу Али Хусейн ибн Сина";"abu-ali-husejn-ibn-sina";"http://aroslanov.com/api/celebrity/abu-ali-husejn-ibn-sina";"Абу Али Хусейн ибн Сина";"";"Ирина Староверова";"Майра Тургинбаева";"78884";"81549";"9";"9";"true";"true";"0";"0";"";"";"";"";"";"";"";"";""
"7";"Авл Корнелий Цельс";"avl-kornelij-cels";"http://aroslanov.com/api/celebrity/avl-kornelij-cels";"Авл Корнелий Цельс";"";"Наталья Няшина";"Майра Тургинбаева";"78351";"79417";"8";"8";"true";"true";"0";"0";"";"";"";"";"";"";"";"";""
"8";"Авраам Линкольн";"avraam-linkoln";"http://aroslanov.com/api/celebrity/avraam-linkoln";"Авраам Линкольн";"";"Ирина Староверова";"Зоя Койшыбаева";"77285";"77285";"8";"8";"true";"true";"0";"0";"";"";"";"";"";"";"";"";""
"9";"Агамемнон";"agamemnon";"http://aroslanov.com/api/celebrity/agamemnon";"Агамемнон";"";"Наталья Няшина";"Майра Тургинбаева";"78884";"81016";"8";"8";"true";"true";"0";"0";"";"";"";"";"";"";"";"";""
"10";"Айтеке би Байбекулы";"ajteke-bi-bajbekuly";"http://aroslanov.com/api/celebrity/ajteke-bi-bajbekuly";"Айтеке би Байбекулы";"";"Лия Будиянская";"Майра Тургинбаева";"82615";"82082";"8";"8";"true";"true";"0";"0";"";"";"";"";"";"";"";"";""
"11";"Алекса́ндр Грэ́хем Белл";"aleksandr-grehem-bell";"http://aroslanov.com/api/celebrity/aleksandr-grehem-bell";"Алекса́ндр Грэ́хем Белл";"";"Айгерим Оспанова";"Майра Тургинбаева";"82615";"82615";"9";"9";"true";"true";"0";"0";"";"";"";"";"";"";"";"";""
"12";"Александр  Флеминг";"aleksandr-fleming";"http://aroslanov.com/api/celebrity/aleksandr-fleming";"Александр  Флеминг";"";"Ирина Староверова";"";"77818";"0";"9";"0";"true";"false";"0";"0";"";"";"";"";"";"";"";"";""
"13";"Александр Гумбольдт";"aleksandr-gumboldt";"http://aroslanov.com/api/celebrity/aleksandr-gumboldt";"Александр Гумбольдт";"";"Ирина Староверова";"";"78884";"0";"9";"0";"true";"false";"0";"0";"";"";"";"";"";"";"";"";""
"14";"Александр Гюстав Эйфель";"aleksandr-gyustav-ejfel";"http://aroslanov.com/api/celebrity/aleksandr-gyustav-ejfel";"Александр Гюстав Эйфель";"";"Лия Будиянская";"";"79950";"0";"8";"0";"true";"false";"0";"0";"";"";"";"";"";"";"";"";""
"15";"Александр Лодыгин";"aleksandr-lodygin";"http://aroslanov.com/api/celebrity/aleksandr-lodygin";"Александр Лодыгин";"";"Сергей Ким";"Майра Тургинбаева";"82615";"77818";"8";"8";"true";"true";"0";"0";"";"";"";"";"";"";"";"";""
"16";"Александр Македонский";"aleksandr-makedonskij";"http://aroslanov.com/api/celebrity/aleksandr-makedonskij";"Александр Македонский";"";"Сергей Ким";"Майра Тургинбаева";"81016";"80483";"8";"8";"true";"true";"0";"0";"";"";"";"";"";"";"";"";""
"17";"Александр Невский";"aleksandr-nevskij";"http://aroslanov.com/api/celebrity/aleksandr-nevskij";"Александр Невский";"";"Сергей Ким";"Майра Тургинбаева";"77818";"77285";"8";"8";"true";"true";"0";"0";"";"";"";"";"";"";"";"";""
"18";"Александр Попов";"aleksandr-popov";"http://aroslanov.com/api/celebrity/aleksandr-popov";"Александр Попов";"";"Сергей Ким";"";"82615";"0";"8";"0";"true";"false";"0";"0";"";"";"";"";"";"";"";"";""
"19";"Александр Сергеевич Пушкин";"aleksandr-sergeevich-pushkin";"http://aroslanov.com/api/celebrity/aleksandr-sergeevich-pushkin";"Александр Сергеевич Пушкин";"";"Дария Ибрагимова";"Зоя Койшыбаева";"81549";"82082";"9";"9";"true";"true";"0";"0";"";"";"";"";"";"";"";"";""
"20";"Александр Суворов";"aleksandr-suvorov";"http://aroslanov.com/api/celebrity/aleksandr-suvorov";"Александр Суворов";"";"Сергей Ким";"";"81549";"0";"8";"0";"true";"false";"0";"0";"";"";"";"";"";"";"";"";""
"21";"Алексей Венецианов";"aleksej-venecianov";"http://aroslanov.com/api/celebrity/aleksej-venecianov";"Алексей Венецианов";"";"Ирина Староверова";"Майра Тургинбаева";"79417";"77818";"10";"10";"true";"true";"0";"0";"";"";"";"";"";"";"";"";""
"22";"Алексис Клод Клеро";"aleksis-klod-klero";"http://aroslanov.com/api/celebrity/aleksis-klod-klero";"Алексис Клод Клеро";"";"Наталья Няшина";"Майра Тургинбаева";"77285";"77285";"7";"7";"true";"true";"0";"0";"";"";"";"";"";"";"";"";""
"23";"Алихан Букейханов";"alihan-bukejhanov";"http://aroslanov.com/api/celebrity/alihan-bukejhanov";"Алихан Букейханов";"";"Дария Ибрагимова";"";"12259";"0";"1";"0";"false";"false";"0";"0";"";"";"";"";"";"";"";"";""
"24";"Аль Баттани";"al-battani";"http://aroslanov.com/api/celebrity/al-battani";"Аль Баттани";"";"Сергей Ким";"Майра Тургинбаева";"82082";"77285";"8";"8";"true";"true";"0";"0";"";"";"";"";"";"";"";"";""
"25";"Аль Бируни Абу Рейхан Мухаммед ибн Ахмед ";"al-biruni-abu-rejhan-muhammed-ibn-ahmed";"http://aroslanov.com/api/celebrity/al-biruni-abu-rejhan-muhammed-ibn-ahmed";"Аль Бируни Абу Рейхан Мухаммед ибн Ахмед";"Әл Бируни Әбу Рейхан Мұхаммед ибн Ахмед";"Наталья Няшина";"Майра Тургинбаева";"79950";"80483";"8";"8";"true";"true";"0";"0";"";"";"";"";"";"";"";"";""
"26";"Аль Кушчи";"al-kushchi";"http://aroslanov.com/api/celebrity/al-kushchi";"Аль Кушчи";"";"Сергей Ким";"";"82615";"0";"8";"0";"true";"false";"0";"0";"";"";"";"";"";"";"";"";""
"27";"Аль-Фараби";"al-farabi";"http://aroslanov.com/api/celebrity/al-farabi";"Аль-Фараби";"";"Сергей Ким";"Зоя Койшыбаева";"80483";"77285";"8";"8";"true";"true";"0";"0";"";"";"";"";"";"";"";"";""
"28";"Аль-Хорезми";"al-horezmi";"http://aroslanov.com/api/celebrity/al-horezmi";"Аль-Хорезми";"";"Сергей Ким";"Майра Тургинбаева";"82615";"77818";"8";"8";"true";"true";"0";"0";"";"";"";"";"";"";"";"";""
"29";"Альберт Эйнштейн";"albert-ejnshtejn";"http://aroslanov.com/api/celebrity/albert-ejnshtejn";"Альберт Эйнштейн";"";"Дария Ибрагимова";"Майра Тургинбаева";"81549";"81016";"8";"8";"true";"true";"0";"0";"";"";"";"";"";"";"";"";""
"30";"Амедео Авогадро";"amedeo-avogadro";"http://aroslanov.com/api/celebrity/amedeo-avogadro";"Амедео Авогадро";"";"Ирина Староверова";"";"78884";"0";"8";"0";"true";"false";"0";"0";"";"";"";"";"";"";"";"";""
"31";"Амедео Клементе Модильяни";"amedeo-klemente-modilyani";"http://aroslanov.com/api/celebrity/amedeo-klemente-modilyani";"Амедео Клементе Модильяни";"";"Дария Ибрагимова";"Майра Тургинбаева";"82615";"82615";"8";"8";"true";"true";"0";"0";"";"";"";"";"";"";"";"";""
"32";"Америго  Веспуччи";"amerigo-vespuchchi";"http://aroslanov.com/api/celebrity/amerigo-vespuchchi";"Америго  Веспуччи";"";"Наталья Няшина";"Зоя Койшыбаева";"79417";"80483";"8";"8";"true";"true";"0";"0";"";"";"";"";"";"";"";"";""
"33";"Амре Кашаубаев";"amre-kashaubaev";"http://aroslanov.com/api/celebrity/amre-kashaubaev";"Амре Кашаубаев";"Әміре Қашаубаев";"Дария Ибрагимова";"Майра Тургинбаева";"81549";"70356";"8";"7";"true";"true";"0";"0";"";"";"";"";"";"";"";"";""
"34";"Андерс Цельсий ";"anders-celsij";"http://aroslanov.com/api/celebrity/anders-celsij";"Андерс Цельсий";"";"Ирина Староверова";"";"79950";"0";"8";"0";"true";"false";"0";"0";"";"";"";"";"";"";"";"";""
"35";"Андре-Мари Ампер";"andre-mari-amper";"http://aroslanov.com/api/celebrity/andre-mari-amper";"Андре-Мари Ампер";"";"Сергей Ким";"Майра Тургинбаева";"79950";"81016";"8";"8";"true";"true";"0";"0";"";"";"";"";"";"";"";"";""
"36";"Андреа дель Верроккьо";"andrea-del-verrokko";"http://aroslanov.com/api/celebrity/andrea-del-verrokko";"Андреа дель Верроккьо";"";"Ирина Староверова";"Майра Тургинбаева";"77818";"78884";"10";"10";"true";"true";"0";"0";"";"";"";"";"";"";"";"";""
"37";"Андрей Рублев";"andrej-rublev";"http://aroslanov.com/api/celebrity/andrej-rublev";"Андрей Рублев";"";"Лия Будиянская";"";"81016";"0";"9";"0";"false";"false";"0";"0";"";"";"";"";"";"";"";"";""
"38";"Анжелика Кауфман";"anzhelika-kaufman";"http://aroslanov.com/api/celebrity/anzhelika-kaufman";"Анжелика Кауфман";"";"Сергей Ким";"Майра Тургинбаева";"80483";"80483";"8";"8";"true";"true";"0";"0";"";"";"";"";"";"";"";"";""
"39";"Анна Луиза Жермена де Сталь";"anna-luiza-zhermena-de-stal";"http://aroslanov.com/api/celebrity/anna-luiza-zhermena-de-stal";"Анна Луиза Жермена де Сталь";"";"Наталья Няшина";"Майра Тургинбаева";"82615";"82082";"8";"8";"true";"true";"0";"0";"";"";"";"";"";"";"";"";""
"40";"Анна Павлова";"anna-pavlova";"http://aroslanov.com/api/celebrity/anna-pavlova";"Анна Павлова";"";"Дария Ибрагимова";"Майра Тургинбаева";"79417";"69290";"9";"8";"true";"true";"0";"0";"";"";"";"";"";"";"";"";""
"41";"Анри Пуанкаре ";"anri-puankare";"http://aroslanov.com/api/celebrity/anri-puankare";"Анри Пуанкаре";"";"Наталья Няшина";"";"78351";"0";"8";"0";"false";"false";"0";"0";"";"";"";"";"";"";"";"";""
"42";"Анри Руссо ";"anri-russo";"http://aroslanov.com/api/celebrity/anri-russo";"Анри Руссо";"";"Сергей Ким";"";"82615";"0";"8";"0";"false";"false";"0";"0";"";"";"";"";"";"";"";"";""
"43";"Антон Чехов";"anton-chehov";"http://aroslanov.com/api/celebrity/anton-chehov";"Антон Чехов";"";"Ирина Староверова";"Майра Тургинбаева";"80483";"79950";"8";"8";"true";"true";"0";"0";"";"";"";"";"";"";"";"";""
"44";"Антони ван Левенгук";"antoni-van-levenguk";"http://aroslanov.com/api/celebrity/antoni-van-levenguk";"Антони ван Левенгук";"";"Наталья Няшина";"Майра Тургинбаева";"79417";"81549";"8";"8";"true";"true";"0";"0";"";"";"";"";"";"";"";"";""
"45";"Антонин Дворжак";"antonin-dvorzhak";"http://aroslanov.com/api/celebrity/antonin-dvorzhak";"Антонин Дворжак";"";"Дария Ибрагимова";"";"8528";"0";"1";"0";"false";"false";"0";"0";"";"";"";"";"";"";"";"";""
"46";"Антонио Вивальди";"antonio-vivaldi";"http://aroslanov.com/api/celebrity/antonio-vivaldi";"Антонио Вивальди";"";"Наталья Няшина";"";"78884";"0";"8";"0";"true";"false";"0";"0";"";"";"";"";"";"";"";"";""
"47";"Антонио Сальери";"antonio-saleri";"http://aroslanov.com/api/celebrity/antonio-saleri";"Антонио Сальери";"";"Наталья Няшина";"";"77285";"0";"8";"0";"true";"false";"0";"0";"";"";"";"";"";"";"";"";""
"48";"Антонис ван Дейк";"antonis-van-dejk";"http://aroslanov.com/api/celebrity/antonis-van-dejk";"Антонис ван Дейк";"";"Наталья Няшина";"Майра Тургинбаева";"79950";"81549";"8";"8";"true";"true";"0";"0";"";"";"";"";"";"";"";"";""
"49";"Антуан Анри Беккерель";"antuan-anri-bekkerel";"http://aroslanov.com/api/celebrity/antuan-anri-bekkerel";"Антуан Анри Беккерель";"";"Лия Будиянская";"";"80483";"0";"8";"0";"true";"false";"0";"0";"";"";"";"";"";"";"";"";""
"50";"Антуан Лоран Лавуазье";"antuan-loran-lavuaze";"http://aroslanov.com/api/celebrity/antuan-loran-lavuaze";"Антуан Лоран Лавуазье";"";"Лия Будиянская";"";"79950";"0";"9";"0";"true";"false";"0";"0";"";"";"";"";"";"";"";"";""
"51";"Антуан Мари Жан-Батист Роже де Сент-Экзюпери";"antuan-mari-zhan-batist-rozhe-de-sent-ekzyuperi";"http://aroslanov.com/api/celebrity/antuan-mari-zhan-batist-rozhe-de-sent-ekzyuperi";"Антуан Мари Жан-Батист Роже де Сент-Экзюпери";"";"Лия Будиянская";"";"82082";"0";"8";"0";"true";"false";"0";"0";"";"";"";"";"";"";"";"";""
"52";"Аристид ";"aristid";"http://aroslanov.com/api/celebrity/aristid";"Аристид";"";"Ирина Староверова";"";"80483";"0";"8";"0";"true";"false";"0";"0";"";"";"";"";"";"";"";"";""
"53";"Аристид Майоль";"aristid-majol";"http://aroslanov.com/api/celebrity/aristid-majol";"Аристид Майоль";"";"Наталья Няшина";"";"81016";"0";"8";"0";"true";"false";"0";"0";"";"";"";"";"";"";"";"";""
"54";"Аристотель";"aristotel";"http://aroslanov.com/api/celebrity/aristotel";"Аристотель";"";"Сергей Ким";"Зоя Койшыбаева";"81549";"82615";"8";"8";"true";"true";"8";"8";"euro_1100-1500.psd";"1";"1";"00001_aristotel_abaj-kunanbaev_ashoka_00-05-47-15_russian.nk";"00001_aristotel_abaj-kunanbaev_ashoka_00-05-49-25_kazakh.nk";"00001_aristotel_abaj-kunanbaev_ashoka_russian_mix.wav";"00001_aristotel_abaj-kunanbaev_ashoka_kazakh_mix.wav";"";""
"55";"Аристофан";"aristofan";"http://aroslanov.com/api/celebrity/aristofan";"Аристофан";"";"Ирина Староверова";"";"80483";"0";"8";"0";"true";"false";"0";"0";"";"";"";"";"";"";"";"";""
"56";"Артур Конан Дойль ";"artur-konan-dojl";"http://aroslanov.com/api/celebrity/artur-konan-dojl";"Артур Конан Дойль";"";"Ирина Староверова";"";"82615";"0";"8";"0";"true";"false";"0";"0";"";"";"";"";"";"";"";"";""
"57";"Архимед";"arhimed";"http://aroslanov.com/api/celebrity/arhimed";"Архимед";"";"Ирина Староверова";"Майра Тургинбаева";"80483";"79417";"8";"8";"true";"true";"0";"0";"";"";"";"";"";"";"";"";""
"58";"Архип Иванович Куинджи";"arhip-ivanovich-kuindzhi";"http://aroslanov.com/api/celebrity/arhip-ivanovich-kuindzhi";"Архип Иванович Куинджи";"";"Ирина Староверова";"";"82082";"0";"8";"0";"true";"false";"0";"0";"";"";"";"";"";"";"";"";""
"59";"Астрид Анна Эмилия Линдгрен ";"astrid-anna-emiliya-lindgren";"http://aroslanov.com/api/celebrity/astrid-anna-emiliya-lindgren";"Астрид Анна Эмилия Линдгрен";"";"Ирина Староверова";"";"82082";"0";"8";"0";"true";"false";"0";"0";"";"";"";"";"";"";"";"";""
"60";"Аттила";"attila";"http://aroslanov.com/api/celebrity/attila";"Аттила";"";"Ирина Староверова";"";"77285";"0";"8";"0";"true";"false";"0";"0";"";"";"";"";"";"";"";"";""
"61";"Ахмет Байтурсынов";"ahmet-bajtursynov";"http://aroslanov.com/api/celebrity/ahmet-bajtursynov";"Ахмет Байтурсынов";"";"Дария Ибрагимова";"";"81549";"0";"8";"0";"false";"false";"0";"0";"";"";"";"";"";"";"";"";""
"62";"Ахмет Жубанов";"ahmet-zhubanov";"http://aroslanov.com/api/celebrity/ahmet-zhubanov";"Ахмет Жубанов";"";"Ирина Староверова";"";"82615";"0";"8";"0";"false";"false";"0";"0";"";"";"";"";"";"";"";"";""
"63";"Ашока";"ashoka";"http://aroslanov.com/api/celebrity/ashoka";"Ашока";"";"Сергей Ким";"Майра Тургинбаева";"79417";"79417";"8";"8";"true";"true";"8";"8";"China.psd";"1";"3";"00001_aristotel_abaj-kunanbaev_ashoka_00-05-47-15_russian.nk";"00001_aristotel_abaj-kunanbaev_ashoka_00-05-49-25_kazakh.nk";"00001_aristotel_abaj-kunanbaev_ashoka_russian_mix.wav";"00001_aristotel_abaj-kunanbaev_ashoka_kazakh_mix.wav";"";""
"64";"Бартоломео Кристофори ди Франческо ";"bartolomeo-kristofori-di-franchesko";"http://aroslanov.com/api/celebrity/bartolomeo-kristofori-di-franchesko";"Бартоломео Кристофори ди Франческо";"";"Наталья Няшина";"";"77285";"0";"8";"0";"true";"false";"0";"0";"";"";"";"";"";"";"";"";""
"65";"Бартоломео Пассаротти";"bartolomeo-passarotti";"http://aroslanov.com/api/celebrity/bartolomeo-passarotti";"Бартоломео Пассаротти";"";"Айгерим Оспанова";"Майра Тургинбаева";"78884";"81549";"8";"8";"true";"true";"0";"0";"";"";"";"";"";"";"";"";""
